SK_ID_CURR,TARGET
100001,0.07851457787440602
100005,0.1379263019701663
100013,0.08219366728496917
100028,0.08092138862783613
100038,0.13261834508574424
100042,0.06427888990341159
100057,0.0943368313330745
100065,0.10940564373594501
100066,0.05517726159850605
100067,0.09376299226533717
100074,0.08014846004854836
100090,0.12499391351185778
100091,0.11777333221849606
100092,0.11040157883329614
100106,0.13296542351392734
100107,0.10401559056510859
100109,0.11242653857633961
100117,0.09148151731919937
100128,0.07427608898476962
100141,0.10701244492427975
100150,0.0794027288542447
100168,0.06656196288494318
100169,0.04984994805668067
100170,0.09066166221266028
100171,0.10870960342900002
100172,0.13412537222407797
100184,0.08360238453272087
100187,0.07128818304009943
100212,0.08778033539830861
100222,0.10285563007791737
100223,0.06377899792024687
100232,0.07493325716711609
100241,0.13571406758587065
100245,0.07874503798505508
100253,0.06694364930919176
100256,0.10193013461001474
100271,0.06707982573496835
100278,0.12066355260277091
100280,0.07317271376356507
100306,0.14169471092660527
100311,0.1206932624192439
100312,0.07154969387398447
100330,0.09059156333684275
100331,0.10630383691854267
100352,0.09681152061599708
100358,0.11636302140375696
100367,0.10020384345065167
100382,0.08544326116360722
100384,0.0791962625768528
100385,0.10196396511609387
100386,0.0852462850217349
100399,0.07867233895163779
100404,0.07733338551188833
100416,0.07096329648561539
100422,0.1424849548237739
100426,0.0873817658786678
100438,0.07348930599286804
100444,0.10463307840228699
100445,0.1249660890478182
100446,0.10627431767136361
100447,0.07447004622119258
100450,0.08355084580690951
100466,0.09756708720259176
100483,0.0776285434421422
100484,0.06146475434685127
100494,0.09154364950616332
100510,0.12349584102989944
100512,0.07063895845797509
100517,0.08013226024087923
100548,0.0657527283172109
100551,0.08072915030545157
100552,0.1299861998739262
100553,0.08846890586743586
100561,0.10011003013351141
100568,0.13715969974616335
100569,0.06974983477029144
100591,0.10395226953106342
100592,0.060967992158847684
100602,0.09618246287266606
100607,0.09462527240589565
100613,0.09349040024138208
100617,0.07487339990262397
100618,0.10614997339457398
100622,0.15270556055117296
100625,0.10453720502974055
100677,0.0937531002248496
100699,0.08868131435933006
100702,0.14406571178896752
100711,0.07706757238564468
100729,0.1467997172671235
100740,0.11863686650737348
100744,0.11138944917241381
100745,0.1030114226673035
100747,0.1048096981879924
100751,0.11374527621049006
100752,0.09457519066442648
100753,0.14729557199901694
100754,0.11629086883724041
100760,0.11381924062132402
100762,0.10136727365092901
100763,0.08537564460786652
100765,0.08632217964452828
100770,0.09722834538611197
100772,0.08489027626381163
100777,0.08957163962014444
100791,0.07520951621606602
100792,0.07280491805239946
100797,0.10048565255945707
100823,0.1021078477792164
100826,0.1047092355196361
100830,0.07406567008073807
100836,0.1263446518511697
100872,0.0912393840642657
100910,0.0968749946468124
100913,0.07489594294919048
100918,0.09338803411545225
100931,0.06796061447376188
100952,0.11910975311208073
100953,0.08775827311995649
100965,0.1141848287194135
100970,0.0879101966554449
100982,0.11352710045345248
100983,0.09721313552590317
100984,0.07369868432161183
100987,0.11925665662643448
100997,0.08488546372461364
100998,0.12889214814275318
101002,0.11222872042388914
101005,0.13507867408795818
101008,0.13040840173607005
101020,0.11217724836861367
101021,0.10918332691135346
101024,0.08559699901381057
101025,0.1355541332952728
101026,0.0946037237353644
101031,0.08643991657314325
101041,0.07196555138215321
101051,0.06084172595282641
101055,0.10093784264432647
101056,0.11301411231110611
101057,0.10870202471412056
101064,0.0798791347929251
101079,0.09646192152587107
101087,0.09189385855184831
101090,0.07022356737653583
101092,0.09477032274660283
101097,0.11252698825880052
101099,0.06863094949956015
101107,0.10756116724353021
101118,0.1077867862241029
101125,0.09701928635846566
101126,0.08049437348899241
101128,0.1188059387981357
101136,0.12276711481296429
101140,0.10601567418611203
101149,0.0837251474920014
101160,0.08166389601861043
101169,0.13323821462593066
101181,0.086857751011154
101186,0.0636299331583429
101190,0.11712541514813549
101193,0.11732950937080591
101194,0.08928700660150272
101198,0.10047350690337978
101200,0.07257653663418015
101204,0.10926415776562462
101211,0.08451784437788473
101213,0.08228647446960549
101223,0.08429058851195141
101225,0.10561893712988507
101237,0.08813890970348262
101243,0.09127342315201657
101244,0.11914340852052188
101258,0.08113189727238355
101259,0.14489807940233068
101268,0.11562751644100758
101269,0.08315949573156212
101271,0.1246255030907966
101279,0.07392353470586917
101281,0.09707924575252838
101287,0.08145310922151523
101292,0.07505016121892624
101294,0.08385518861660878
101296,0.07339230447595059
101297,0.08676174958008477
101299,0.07015157008059301
101301,0.09105508951099307
101305,0.08565509730015922
101308,0.06643910564833025
101318,0.06476972242824329
101327,0.11295809487916686
101329,0.11758971245623737
101332,0.06851711634968634
101337,0.09913327417339378
101343,0.07207620399977903
101345,0.07715540970395098
101346,0.10347146061287366
101353,0.05641859092058734
101354,0.11371616915899803
101355,0.10908194734555006
101356,0.06612822889313194
101362,0.11296883970270685
101363,0.14109746884358215
101365,0.084066431211954
101366,0.11067683881357296
101367,0.12989574794127026
101368,0.059174621016174975
101374,0.11604123512051037
101380,0.07679020024089513
101383,0.07015722829743701
101398,0.06216481700407633
101399,0.1370603319477706
101401,0.12254401310198132
101412,0.10514769488629737
101426,0.12534256973982885
101427,0.13898507536242447
101428,0.10407212076928876
101429,0.10102112898482632
101434,0.08774963021848091
101440,0.09960382028706775
101448,0.10743783267992028
101449,0.09474436515022859
101465,0.08051077129648128
101467,0.08717730366923142
101472,0.14063476216356108
101478,0.09252964032687327
101497,0.09125455245873532
101504,0.08096527376468396
101547,0.08350374144563782
101548,0.10476061695790834
101555,0.0900690344782033
101570,0.0994791039778482
101572,0.0813236726023378
101578,0.08688828871293101
101580,0.12024805733094357
101588,0.101493899836243
101602,0.08696755063414655
101610,0.10083551275495452
101614,0.12374556939043384
101616,0.10363892772086705
101643,0.10765810751362213
101644,0.10598020923123593
101649,0.09530822178899437
101650,0.10316676061229958
101665,0.06672302555518844
101667,0.11528264023367753
101669,0.06668639599618736
101674,0.10934395271443885
101675,0.09152458584540024
101678,0.11042691298202986
101682,0.08906625138912004
101686,0.10670605014676605
101697,0.1472187529443939
101700,0.10046233026835215
101711,0.07564042056956095
101714,0.057061165229394924
101715,0.11764912831043726
101728,0.09629031778661637
101732,0.08291396278864514
101757,0.09347864537134322
101758,0.10776906304651229
101759,0.10505172588792804
101762,0.055858935466111745
101764,0.0867900664033799
101780,0.11889815815121083
101784,0.10629983126346328
101789,0.07513333825789864
101816,0.08870612834173516
101819,0.07799912238146542
101827,0.05888427295807479
101863,0.1106059098559562
101867,0.1228384103112919
101870,0.06985244404558538
101873,0.11740546880926962
101878,0.0897698140707593
101879,0.06558187337248397
101880,0.0753541878592989
101887,0.10694076187220686
101897,0.06937081959051099
101901,0.07510724112685573
101903,0.1495673273839418
101920,0.09634873374850467
101921,0.09032928980972378
101922,0.08509884745508257
101961,0.12880134320999315
101962,0.08472662143517423
